Dept Code,Dept Name,Org Level 5 Code,Org Level 5 Name,Prog Code,Prog Name,Fund Code,Fund Name,Account Code,Account Name,2019-20 Actuals,2020-21 Adopted Budget,2020-21 Estimates,2021-22 Proposed Budget,2021-22 Adopted
22,Economic and Workforce Development,22LVL5,Economic and Workforce Development,2299,Economic Development - Default Program,100,General Fund,5372,WORKFORCE INNOV OPP ACT (WIOA) REL COST,0,,2100000,3923180,3923180
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,4335,CONTROLLERS FEE,0,60000,60000,60000,60000
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,4339,MISCELLANEOUS GOV'T SERVICES,0,65000,70000,70000,70000
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,4595,SERVICE TO AIRPORTS,0,1927000,1927000,1414193,1414193
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,4596,SERVICE TO WATER & POWER,0,1000000,1000000,789802,789802
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,4597,SERVICE TO HARBOR,0,743469,743469,652741,652741
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,30000,30000,16000,16000
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,0,527325,527325,473375,473375
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5329,RENT CONTROL RELATED COST,,,,29568,29568
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5334,COMMUNITY DEV TR RELATED COST,,,,38978,38978
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5337,PROP A LOCAL TRANSIT REL COST,0,219712,219712,188815,188815
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5341,HOME INVEST PRTNRSHIP REL COST,0,2109,2109,3000,3000
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5351,CODE ENFORCEMENT REL COST,0,130628,118450,,40259
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5359,BLDG & SAFETY ENT FND REL COST,0,,0,,0
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5361,RELATED COST REIMB-OTHERS,,,,18426,18426
26,Controller,26LVL5,Controller,2601,Accounting and Disbursement of City Funds,100,General Fund,5372,WORKFORCE INNOV OPP ACT (WIOA) REL COST,0,20806,19887,29000,29000
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,General Fund,5167,UNCLAIMED ASSETS MONIES,0,50000,50000,50000,50000
26,Controller,26LVL5,Controller,2602,Financial Reporting of City and Grant Funds,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,1200000,1400000,1400000,1400000
26,Controller,26LVL5,Controller,2603,Audits of City Departments and Programs,100,General Fund,5169,JURY DUTY REIMBURSEMENT,0,,0,,0
26,Controller,26LVL5,Controller,2603,Audits of City Departments and Programs,100,General Fund,5359,BLDG & SAFETY ENT FND REL COST,0,256038,256038,348402,348402
26,Controller,26LVL5,Controller,2605,Citywide Payroll Administration,100,General Fund,4336,PAYROLL DEDUCTION FEE,0,350000,340000,340000,340000
26,Controller,26LVL5,Controller,2605,Citywide Payroll Administration,100,General Fund,4348,DUPLICATE W-2 FEES,0,500,55,,0
26,Controller,26LVL5,Controller,2605,Citywide Payroll Administration,100,General Fund,5170,RESEARCH FEE - HEIRFINDERS,0,1500,0,,0
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,General Fund,5170,RESEARCH FEE - HEIRFINDERS,0,,1500,1500,1500
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,General Fund,5331,REIMB OF RELATED COST-PR YR,0,,23973,,0
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,General Fund,5341,HOME INVEST PRTNRSHIP REL COST,0,,0,,0
26,Controller,26LVL5,Controller,2650,General Administration and Support,100,General Fund,5351,CODE ENFORCEMENT REL COST,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4335,CONTROLLERS FEE,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4336,PAYROLL DEDUCTION FEE,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4339,MISCELLANEOUS GOV'T SERVICES,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4595,SERVICE TO AIRPORTS,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4596,SERVICE TO WATER & POWER,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,4597,SERVICE TO HARBOR,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5170,RESEARCH FEE - HEIRFINDERS,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5337,PROP A LOCAL TRANSIT REL COST,0,,0,,0
26,Controller,26LVL5,Controller,2699,Controller - Default Program,100,General Fund,5359,BLDG & SAFETY ENT FND REL COST,0,,0,,0
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,4342,PHOTO COPIES,0,300,300,300,300
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,4595,SERVICE TO AIRPORTS,0,,89029,112543,112543
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,3000,3000,1000,1000
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,5172,PHONE CALLS REIMBURSEMENT,0,100,100,100,100
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,,75000,,0
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,5322,PROPOSITION K FUNDS,0,49900,49900,49900,49900
28,Council,28LVL5,Council,2801,Legislation and Policy Determination,100,General Fund,5337,PROP A LOCAL TRANSIT REL COST,,,,90650,90650
28,Council,28LVL5,Council,2899,Council - Default Program,100,General Fund,4595,SERVICE TO AIRPORTS,0,,0,,0
28,Council,28LVL5,Council,2899,Council - Default Program,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,,0,,0
28,Council,28LVL5,Council,2899,Council - Default Program,100,General Fund,5322,PROPOSITION K FUNDS,0,,0,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,General Fund,4474,MISCELLANEOUS-CULTURAL AFFAIRS,415,100,100,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,General Fund,4475,INSTRUCTION FEES,109370,109000,0,109000,109000
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,3799832,4462814,4118441,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3002,Marketing and Development,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,404238,544246,438131,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3003,Public Art,100,General Fund,4471,APPROVAL FOR APPLICATN DESIGN,11080,17600,0,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3003,Public Art,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,1051018,1088491,1139143,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3004,Grants Program,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,32390,435396,350505,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3050,General Administration and Support,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,1293560,1741586,1577274,,0
30,Cultural Affairs,30LVL5,Cultural Affairs,3099,Cultural Affairs - Default Program,100,General Fund,4471,APPROVAL FOR APPLICATN DESIGN,0,,18000,17600,17600
30,Cultural Affairs,30LVL5,Cultural Affairs,3099,Cultural Affairs - Default Program,100,General Fund,5332,ARTS & CULTURAL FAC REL COST,0,,0,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3201,Public Safety Applications,100,General Fund,5346,RELATED COST REIMB FR GRANTS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3202,Public Safety Communications,100,General Fund,4596,SERVICE TO WATER & POWER,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3202,Public Safety Communications,100,General Fund,5361,RELATED COST REIMB-OTHERS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5168,REIMB OF PRIOR YEAR SALARY,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,0,74998,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5331,REIMB OF RELATED COST-PR YR,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5339,TELECOM LIQ DAMAGES REL COST,0,2712803,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5345,SANIT EQUIP CHG ACQ FD REL COST,0,1349928,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3203,Customer Engagement,100,General Fund,5359,BLDG & SAFETY ENT FND REL COST,0,2734249,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3206,Client Services and Support,100,General Fund,3811,REIMB FROM OTHER AGENCIES,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3206,Client Services and Support,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,4595,SERVICE TO AIRPORTS,0,971278,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,4597,SERVICE TO HARBOR,0,246584,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,4599,SERVICE TO PENSIONS,0,31101,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,4600,SERVICE TO LACERS,0,35544,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,5342,ST LIGHTING ASSESS REL COST,0,47010,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3207,Enterprise Applications,100,General Fund,5370,COST REIMBURSEMENT FROM LIBRARY,0,270279,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,4600,SERVICE TO LACERS,0,10009,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,150130,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5322,PROPOSITION K FUNDS,0,10000,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5339,TELECOM LIQ DAMAGES REL COST,0,427863,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5369,CHARGE-BACK - EL PUEBLO,0,15000,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3209,Voice and Video Engineering and Operations,100,General Fund,5370,COST REIMBURSEMENT FROM LIBRARY,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,General Fund,4600,SERVICE TO LACERS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,General Fund,5363,RELATED COST - ARRA,0,305390,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3210,Data Engineering and Operations,100,General Fund,5370,COST REIMBURSEMENT FROM LIBRARY,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3211,Business Applications and Web Services,100,General Fund,4595,SERVICE TO AIRPORTS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3211,Business Applications and Web Services,100,General Fund,4597,SERVICE TO HARBOR,0,30000,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3211,Business Applications and Web Services,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,General Fund,3811,REIMB FROM OTHER AGENCIES,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,General Fund,4599,SERVICE TO PENSIONS,0,,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3250,General Administration and Support,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,8000,0,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,3811,REIMB FROM OTHER AGENCIES,0,,611,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4591,INTERFUND BILLINGS - OTHERS,0,,473,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4595,SERVICE TO AIRPORTS,0,,350640,1926767,1926767
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4596,SERVICE TO WATER & POWER,0,,213082,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4597,SERVICE TO HARBOR,0,,220346,334116,334116
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4599,SERVICE TO PENSIONS,0,,24198,41806,41806
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,4600,SERVICE TO LACERS,0,,35643,57860,57860
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,,31027,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5168,REIMB OF PRIOR YEAR SALARY,0,,22,,
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,,8966,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,,150130,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5322,PROPOSITION K FUNDS,0,,0,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,0,,74998,82965,82965
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5331,REIMB OF RELATED COST-PR YR,0,,371857,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5339,TELECOM LIQ DAMAGES REL COST,0,,4300000,3458800,3458800
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5342,ST LIGHTING ASSESS REL COST,0,,47754,53618,53618
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5345,SANIT EQUIP CHG ACQ FD REL COST,0,,1349928,1496383,1496406
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5359,BLDG & SAFETY ENT FND REL COST,0,,2696798,3075225,3075225
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5361,RELATED COST REIMB-OTHERS,0,,97,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5363,RELATED COST - ARRA,0,,0,,0
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5369,CHARGE-BACK - EL PUEBLO,0,,15000,15000,15000
32,Information Technology Agency,32LVL5,Information Technology Agency,3299,Information Technology - Default Program,100,General Fund,5370,COST REIMBURSEMENT FROM LIBRARY,0,,270279,430736,430736
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,3685,EMERGENCY MANAGEMENT ASSISTNCE,0,,0,,0
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,5168,REIMB OF PRIOR YEAR SALARY,0,,0,,0
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,187443,0,,0
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,,0,,0
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,0,102764,0,,0
35,Emergency Management,35LVL5,Emergency Management,3501,Emergency Management,100,General Fund,5345,SANIT EQUIP CHG ACQ FD REL COST,0,102764,0,,0
35,Emergency Management,35LVL5,Emergency Management,3599,Emergency Management - Default Program,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,74760,,187443,266101,266101
35,Emergency Management,35LVL5,Emergency Management,3599,Emergency Management - Default Program,100,General Fund,5328,SEWER CONS & MAIN RELATED COST,108576,,102764,125708,125708
35,Emergency Management,35LVL5,Emergency Management,3599,Emergency Management - Default Program,100,General Fund,5345,SANIT EQUIP CHG ACQ FD REL COST,108579,,102764,125708,125708
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,3811,REIMB FROM OTHER AGENCIES,0,6000000,0,,0
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,4114,FIRE SERVICES FOR SAN FERNANDO,0,2832139,0,,0
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,4115,FIRE SERVICES RESTITUTION,0,100000,0,,0
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,4595,SERVICE TO AIRPORTS,0,41954168,0,,0
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,4596,SERVICE TO WATER & POWER,0,2724039,0,,0
38,Fire,38LVL5,Fire,3803,Fire Suppression,100,General Fund,4597,SERVICE TO HARBOR,0,36066912,0,,0
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,General Fund,4120,UNIFIED PROGRAM-ANNUAL FEES,0,7570000,0,,0
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,General Fund,4126,CANNABIS INSPECTION FEE,0,,0,,0
38,Fire,38LVL5,Fire,3805,Hazardous Materials Enforcement,100,General Fund,4157,UNDERGROUND STORAGE TK-PLAN CK,0,600000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,3177,BRUSH REMOVALS,0,1500000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,3282,FILMING PERMITS,0,3600000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4111,CONTINUING PERMITS SECTION5704,0,4900000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4112,NON-CONTINUING PERMITS,0,3000000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4113,FIRE SAFETY OFF COST RECOVERY,0,3000000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4116,INSPECTION RESTITUTION,0,3600000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4117,MISCELLANEOUS-FIRE SERVICE,0,650000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4118,FIRE HYDRANT INSTLTN/REPLCMNT,0,1426000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4119,NON-COMPLIANCE INSPECTION FEES,0,100000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4121,HIGH-RISE INSPECTION FEE,0,4100000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4122,FIRE SFTY CLEAR INSP-CARE FACIL,0,100000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4123,BRUSH CLEARANCE RESTITUTION,0,2200000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4124,BRUSH NON-COMPLIANCE FEE,0,300000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4126,CANNABIS INSPECTION FEE,0,440000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4152,CONS PLAN CHECKING,0,13500000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,4243,SPOT CHECK PROG COST RECOVERY,0,690000,0,,0
38,Fire,38LVL5,Fire,3806,Fire Prevention,100,General Fund,5311,REIMB-METRO RAIL PROJECT,0,250000,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,4451,EMERGENCY AMBULANCE SERVICES,0,89000000,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,4453,GROUND EMERGENCY MEDICAL TRANSPORT,0,12400000,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,4595,SERVICE TO AIRPORTS,0,3825500,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,4597,SERVICE TO HARBOR,0,937830,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,,0,,0
38,Fire,38LVL5,Fire,3808,Emergency Medical Service,100,General Fund,5361,RELATED COST REIMB-OTHERS,0,250000,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,4332,BAD CHECK COLLECTION FEES,0,,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5121,DAMAGE CLAIMS & SETTLEMENTS,0,,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5168,REIMB OF PRIOR YEAR SALARY,0,688000,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5175,COLLECTION FEE,0,,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5188,MISCELLANEOUS REVENUE-OTHERS,0,200000,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5301,REIMB FROM OTHER FUNDS,0,550000,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5331,REIMB OF RELATED COST-PR YR,0,630000,0,,0
38,Fire,38LVL5,Fire,3850,General Administration and Support,100,General Fund,5346,RELATED COST REIMB FR GRANTS,0,1090000,0,,0
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,3177,BRUSH REMOVALS,0,,1200000,1500000,1500000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,3282,FILMING PERMITS,0,,1020000,3600000,3600000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,3811,REIMB FROM OTHER AGENCIES,0,,12000000,6000000,6000000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4078,EXCESSIVE FALSE ALARM FEES,,,,,277488
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4111,CONTINUING PERMITS SECTION5704,0,,4414000,5200000,5200000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4112,NON-CONTINUING PERMITS,0,,2600000,3000000,3108445
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4113,FIRE SAFETY OFF COST RECOVERY,0,,418000,2182000,2182000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4114,FIRE SERVICES FOR SAN FERNANDO,0,,2832144,2819881,2819881
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4115,FIRE SERVICES RESTITUTION,0,,268000,100000,100000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4116,INSPECTION RESTITUTION,0,,2600000,3209000,3209000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4117,MISCELLANEOUS-FIRE SERVICE,0,,650000,650000,650000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4118,FIRE HYDRANT INSTLTN/REPLCMNT,0,,1730000,1796000,1796000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4119,NON-COMPLIANCE INSPECTION FEES,0,,200000,250000,250000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4120,UNIFIED PROGRAM-ANNUAL FEES,0,,8250000,8900000,8900000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4121,HIGH-RISE INSPECTION FEE,0,,3650000,4210000,4210000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4122,FIRE SFTY CLEAR INSP-CARE FACIL,0,,100000,100000,100000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4123,BRUSH CLEARANCE RESTITUTION,0,,2300000,2450000,2450000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4124,BRUSH NON-COMPLIANCE FEE,0,,750000,593000,593000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4126,CANNABIS INSPECTION FEE,0,,150000,250000,250000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4152,CONS PLAN CHECKING,0,,7415000,12300000,12300000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4157,UNDERGROUND STORAGE TK-PLAN CK,0,,550000,639000,639000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4243,SPOT CHECK PROG COST RECOVERY,0,,350000,592000,592000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4332,BAD CHECK COLLECTION FEES,0,,2000,1000,1000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4451,EMERGENCY AMBULANCE SERVICES,0,,71000000,78700000,78700000
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4453,GROUND EMERGENCY MEDICAL TRANSPORT,0,,2343563,,0
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4595,SERVICE TO AIRPORTS,0,,42704733,42458228,42458228
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4596,SERVICE TO WATER & POWER,0,,0,2442302,2442302
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4597,SERVICE TO HARBOR,0,,34739925,34925241,34925241
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,4903,INTEREST INCOME-OTHER,0,69000,0,,0
38,Fire,38LVL5,Fire,3899,Fire - Default Program,100,General Fund,5161,REIMBURSEMENT OF EXPENDITURES,0,,477279,,0
